station,datetime,wind_dir,wind_speed,visibility,clouds,phenomena,intensity_prefix
SPZO,2025-05-15 17:03:37.411342,030,5,9999.0,,,
SPQU,2025-05-15 18:03:48.008061,240,7,,,,
SPRU,2025-05-15 18:03:48.008061,190,9,9999.0,FEW015,,
SPZO,2025-05-15 18:03:48.008061,VRB,3,9999.0,,,
SPQU,2025-05-15 19:03:56.943371,270,9,,,,
SPRU,2025-05-15 19:03:56.943371,170,7,9999.0,FEW015,,
SPZO,2025-05-15 19:03:56.943371,VRB,6,9999.0,,,
SPQU,2025-05-15 20:04:06.134466,240,7,,,,
SPRU,2025-05-15 20:04:06.134466,170,8,9000.0,,,
SPZO,2025-05-15 20:04:06.134466,360,6,9999.0,,,
SPQU,2025-05-15 21:04:15.301557,260,8,,,,
SPRU,2025-05-15 21:04:15.301557,170,8,,,,
SPZO,2025-05-15 21:04:15.301557,VRB,8,9999.0,,,
SPQU,2025-05-15 22:04:24.454434,260,8,,,,
SPRU,2025-05-15 22:04:24.454434,150,9,9000.0,,,
SPZO,2025-05-15 22:04:24.454434,040,7,9999.0,,,
SPQU,2025-05-15 23:04:33.386968,270,4,,,,
SPRU,2025-05-15 23:04:33.386968,160,9,9999.0,SCT150,,
SPZO,2025-05-15 23:04:33.386968,270,8,9999.0,,,
SPQU,2025-05-16 00:04:42.662473,VRB,2,,,,
SPRU,2025-05-16 00:04:42.662473,150,6,9000.0,SCT150,,
SPZO,2025-05-16 00:04:42.662473,240,3,9999.0,,,
SPQU,2025-05-16 01:04:51.774236,VRB,2,,,,
SPRU,2025-05-16 01:04:51.774236,140,7,6000.0,BKN100,,
SPZO,2025-05-16 01:04:51.774236,VRB,2,9999.0,,,
SPQU,2025-05-16 02:05:01.175856,VRB,2,,,,
SPRU,2025-05-16 02:05:01.175856,130,8,5000.0,BKN100,BR,
SPZO,2025-05-16 02:05:01.175856,080,2,9999.0,,,
SPQU,2025-05-16 03:05:10.314886,040,5,,,,
SPRU,2025-05-16 03:05:10.314886,130,9,5000.0,BKN150,BR,
SPZO,2025-05-16 03:05:10.314886,270,3,9999.0,,,
SPQU,2025-05-16 04:05:19.542425,020,3,,,,
SPRU,2025-05-16 04:05:19.542425,130,8,5000.0,BKN120,BR,
SPZO,2025-05-16 04:05:19.542425,VRB,1,9999.0,,,
SPQU,2025-05-16 14:38:44.961254,180,3,,,,
SPRU,2025-05-16 14:38:44.961254,170,8,8000.0,,,
SPZO,2025-05-16 14:38:44.961254,VRB,3,9999.0,FEW040,,
SPZO,2025-05-16 14:38:44.961254,VRB,3,9999.0,,,
SPQU,2025-05-16 15:38:54.170438,250,4,,,,
SPRU,2025-05-16 15:38:54.170438,160,9,7000.0,,,
SPZO,2025-05-16 15:38:54.170438,VRB,3,9999.0,,,
SPZO,2025-05-16 15:38:54.170438,010,3,9999.0,,,
SPQU,2025-05-16 16:39:03.429944,240,7,,,,
SPRU,2025-05-16 16:39:03.429944,180,9,7000.0,,,
SPZO,2025-05-16 16:39:03.429944,VRB,3,9999.0,,,
SPZO,2025-05-16 16:39:03.429944,VRB,4,9999.0,,,
SPQU,2025-05-16 17:39:12.458285,250,8,,,,
SPRU,2025-05-16 17:39:12.458285,160,10,7000.0,SCT003,HZ,
SPZO,2025-05-16 17:39:12.458285,320,4,9999.0,,,
SPZO,2025-05-16 17:39:12.458285,VRB,5,9999.0,,,
SPQU,2025-05-16 18:17:02.381113,250,8,,,,
SPRU,2025-05-16 18:17:02.381113,170,10,7000.0,SCT003,,
SPZO,2025-05-16 18:17:02.381113,VRB,6,9999.0,,,
SPQU,2025-05-16 19:17:12.015654,240,7,,,,
SPRU,2025-05-16 19:17:12.015654,170,9,4500.0,BKN004,BR,
SPZO,2025-05-16 19:17:12.015654,290,6,9999.0,FEW060,,
SPQU,2025-05-16 19:43:01.303609,240,7,,,,
SPRU,2025-05-16 19:43:01.303609,170,9,4500.0,BKN004,BR,
SPZO,2025-05-16 19:43:01.303609,290,6,9999.0,FEW060,,
SPZO,2025-05-16 19:43:01.303609,VRB,4,9999.0,FEW060,,
SPQU,2025-05-16 19:44:55.313065,240,7,,,,
SPRU,2025-05-16 19:44:55.313065,170,9,4500.0,BKN004,BR,
SPZO,2025-05-16 19:44:55.313065,290,6,9999.0,FEW060,,
SPZO,2025-05-16 19:44:55.313065,VRB,4,9999.0,FEW060,,
SPQU,2025-05-16 19:47:05.392543,240,7,,,,
SPRU,2025-05-16 19:47:05.392543,170,9,4500.0,BKN004,BR,
SPZO,2025-05-16 19:47:05.392543,290,6,9999.0,FEW060,,
SPZO,2025-05-16 19:47:05.392543,VRB,4,9999.0,FEW060,,
SPQU,2025-05-16 20:47:14.532108,250,8,,,,
SPRU,2025-05-16 20:47:14.532108,170,8,6000.0,SCT015,HZ,
SPRU,2025-05-16 20:47:14.532108,180,8,4500.0,BKN010,BR,
SPZO,2025-05-16 20:47:14.532108,VRB,4,9999.0,FEW060,,
SPZO,2025-05-16 20:47:14.532108,280,10,9999.0,FEW060,,
SPQU,2025-05-16 21:08:07.742639,270,9,,,,
SPRU,2025-05-16 21:08:07.742639,170,8,5000.0,BKN010,BR,
SPZO,2025-05-16 21:08:07.742639,300,9,9999.0,,,
SPHZ,SPQU 162100Z 27009KT 220V300 CAVOK 17/05 Q1027 NOSIG RMK PP000=,130,8,3500.0,SCT012;BKN015,,
SPRU,2025-05-16 21:15:51.340709,170,8,5000.0,BKN010,BR,
SPZO,2025-05-16 21:15:51.340709,300,9,9999.0,,,
SPQU,2025-05-16 22:16:00.421335,270,11,,,,
SPRU,2025-05-16 22:16:00.421335,150,8,4000.0,OVC003,BR,
SPZO,2025-05-16 22:16:00.421335,310,9,9999.0,,,
SPQU,2025-05-16 23:16:09.580028,270,7,,,,
SPRU,2025-05-16 23:16:09.580028,150,11,4000.0,OVC003,BR,
SPZO,2025-05-16 23:16:09.580028,300,6,9999.0,,,
SPQU,2025-05-17 00:16:19.627766,290,6,,,,
SPRU,2025-05-17 00:16:19.627766,140,10,3000.0,OVC002,BR,
SPZO,2025-05-17 00:16:19.627766,270,6,9999.0,,,
SPQU,2025-05-17 01:16:28.936003,060,7,,,,
SPRU,2025-05-17 01:16:28.936003,140,10,3000.0,OVC002,BR,
SPZO,2025-05-17 01:16:28.936003,VRB,2,9999.0,,,
SPQU,2025-05-17 02:16:38.176218,040,5,,,,
SPRU,2025-05-17 02:16:38.176218,140,9,3000.0,OVC002,BR,
SPZO,2025-05-17 02:16:38.176218,070,3,9999.0,,,
SPQU,2025-05-17 03:16:47.515747,020,4,,,,
SPRU,2025-05-17 03:16:47.515747,150,9,2500.0,OVC002,BR,
SPZO,2025-05-17 03:16:47.515747,VRB,1,9999.0,,,
SPQU,2025-05-17 04:16:56.940215,050,6,,,,
SPRU,2025-05-17 04:16:56.940215,150,8,3000.0,OVC003,BR,
SPZO,2025-05-17 04:16:56.940215,100,2,9999.0,,,
SPQU,2025-05-17 05:10:04.445209,340,4,,,,
SPRU,2025-05-17 05:10:04.445209,160,8,2500.0,BKN003,BR,
SPZO,2025-05-17 05:10:04.445209,VRB,1,9999.0,,,
SPQU,2025-05-17 05:45:40.559842,340,4,,,,
SPRU,2025-05-17 05:45:40.559842,160,8,2500.0,BKN003,BR,
SPZO,2025-05-17 05:45:40.559842,VRB,1,9999.0,,,
SPZO,2025-05-17 05:45:40.559842,000,0,9999.0,,,
SPQU,2025-05-17 05:48:01.417507,340,4,,,,
SPRU,2025-05-17 05:48:01.417507,160,8,2500.0,BKN003,BR,
SPZO,2025-05-17 05:48:01.417507,VRB,1,9999.0,,,
SPZO,2025-05-17 05:48:01.417507,000,0,9999.0,,,
SPQU,2025-05-18 05:10:44.591143,010,4,,,,
SPRU,2025-05-18 05:10:44.591143,160,11,3000.0,OVC002,BR,
SPZO,2025-05-18 05:10:44.591143,270,5,9999.0,,,
SPQU,2025-05-18 06:10:53.697305,020,3,,,,
SPRU,2025-05-18 06:10:53.697305,150,8,3000.0,OVC002,BR,
SPZO,2025-05-18 06:10:53.697305,300,2,9999.0,,,
SPQU,2025-06-06 03:58:54.945346,050,4,,,,
SPQU,2025-06-06 03:58:54.945346,020,4,,,,
SPRU,2025-06-06 03:58:54.945346,160,7,5000.0,BKN010,BR,
SPRU,2025-06-06 03:58:54.945346,150,5,5000.0,BKN012,BR,
SPZO,2025-06-06 03:58:54.945346,290,3,9999.0,,,
SPZO,2025-06-06 03:58:54.945346,VRB,1,9999.0,,,
SPZO,2025-06-06 03:58:54.945346,VRB,2,9999.0,,,
SPQU,2025-06-07 03:03:47.765113,VRB,2,,,,
SPRU,2025-06-07 03:03:47.765113,140,9,6000.0,BKN020,,
SPZO,2025-06-07 03:03:47.765113,VRB,2,9999.0,,,
SPQU,2025-06-07 04:03:57.038121,040,6,,,,
SPRU,2025-06-07 04:03:57.038121,150,9,6000.0,SCT020,,
SPZO,2025-06-07 04:03:57.038121,280,3,9999.0,,,
SPQU,2025-06-09 00:19:27.946394,030,6,,,,
SPRU,2025-06-09 00:19:27.946394,150,7,5000.0,OVC018,BR,
SPZO,2025-06-09 00:19:27.946394,290,6,9999.0,,,
SPQU,2025-06-09 00:28:28.794324,030,6,,,,
SPRU,2025-06-09 00:28:28.794324,150,7,5000.0,OVC018,BR,
SPZO,2025-06-09 00:28:28.794324,290,6,9999.0,,,
SPZO,2025-06-09 00:28:28.794324,270,8,9999.0,,,
SPQU,2025-06-09 02:44:24.090287,010,4,,,,
SPRU,2025-06-09 02:44:24.090287,140,6,4500.0,OVC016,BR,
SPZO,2025-06-09 02:44:24.090287,270,4,9999.0,,,
SPZO,2025-06-09 02:44:24.090287,250,3,9999.0,,,
SPQU,2025-06-09 02:55:43.453252,010,4,,,,
SPRU,2025-06-09 02:55:43.453252,140,6,4500.0,OVC016,BR,
SPRU,2025-06-09 02:55:43.453252,150,7,4500.0,OVC016,BR,
SPZO,2025-06-09 02:55:43.453252,270,4,9999.0,,,
SPZO,2025-06-09 02:55:43.453252,250,3,9999.0,,,
SPZO,2025-06-09 02:55:43.453252,260,3,9999.0,,,
SPQU,2025-06-09 03:02:25.802520,010,4,,,,
SPQU,2025-06-09 03:02:25.802520,050,7,,,,
SPRU,2025-06-09 03:02:25.802520,140,6,4500.0,OVC016,BR,
SPRU,2025-06-09 03:02:25.802520,150,7,4500.0,OVC016,BR,
SPZO,2025-06-09 03:02:25.802520,270,4,9999.0,,,
SPZO,2025-06-09 03:02:25.802520,250,3,9999.0,,,
SPZO,2025-06-09 03:02:25.802520,260,3,9999.0,,,
SPQU,2025-06-09 03:06:52.194029,050,7,,,,
SPRU,2025-06-09 03:06:52.194029,150,7,4500.0,OVC016,BR,
SPZO,2025-06-09 03:06:52.194029,260,3,9999.0,,,
SPQU,2025-06-09 04:07:10.533328,060,8,,,,
SPRU,2025-06-09 04:07:10.533328,150,8,4500.0,SCT018,BR,
SPZO,2025-06-09 04:07:10.533328,280,3,9999.0,,,
SPQU,2025-06-09 05:07:28.949362,020,5,,,,
SPRU,2025-06-09 05:07:28.949362,150,6,4000.0,FEW016,BR,
SPZO,2025-06-09 05:07:28.949362,260,3,9999.0,,,
SPQU,2025-06-12 02:24:32.500320,010,5,,,,
SPRU,2025-06-12 02:24:32.500320,150,8,5000.0,BKN150,BR,
SPZO,2025-06-12 02:24:32.500320,VRB,2,9999.0,,,
SPQU,2025-06-12 02:26:06.985936,010,5,,,,
SPRU,2025-06-12 02:26:06.985936,150,8,5000.0,BKN150,BR,
SPZO,2025-06-12 02:26:06.985936,VRB,2,9999.0,,,
SPQU,2025-06-12 02:32:01.472175,010,5,,,,
SPRU,2025-06-12 02:32:01.472175,150,8,5000.0,BKN150,BR,
SPZO,2025-06-12 02:32:01.472175,VRB,2,9999.0,,,
SPZO,2025-06-12 02:32:01.472175,VRB,2,9999.0,,,
SPQU,2025-06-12 03:22:09.954368,VRB,5,,,,
SPRU,2025-06-12 03:22:09.954368,140,6,5000.0,FEW100,BR,
SPZO,2025-06-12 03:22:09.954368,290,4,9999.0,,,
SPQU,2025-06-12 03:33:51.041617,VRB,5,,,,
SPRU,2025-06-12 03:33:51.041617,140,6,5000.0,FEW100,BR,
SPZO,2025-06-12 03:33:51.041617,290,4,9999.0,,,
SPZO,2025-06-12 03:33:51.041617,280,4,9999.0,,,
SPQU,2025-06-12 04:34:10.098613,040,5,,,,
SPRU,2025-06-12 04:34:10.098613,150,5,5000.0,,BR,
SPZO,2025-06-12 04:34:10.098613,080,3,9999.0,,,
SPZO,2025-06-12 04:34:10.098613,070,3,9999.0,,,
SPQU,2025-06-12 05:25:57.918649,030,6,,,,
SPRU,2025-06-12 05:25:57.918649,130,5,3500.0,,BR,
SPZO,2025-06-12 05:25:57.918649,VRB,2,9999.0,,,
SPQU,2025-06-12 05:31:36.539716,030,6,,,,
SPRU,2025-06-12 05:31:36.539716,130,5,3500.0,,BR,
SPZO,2025-06-12 05:31:36.539716,VRB,2,9999.0,,,
SPQU,2025-06-12 05:35:06.811583,030,6,,,,
SPRU,2025-06-12 05:35:06.811583,130,5,3500.0,,BR,
SPZO,2025-06-12 05:35:06.811583,VRB,2,9999.0,,,
SPQU,2025-06-12 06:35:25.829776,060,8,,,,
SPRU,2025-06-12 06:35:25.829776,130,5,3500.0,,BR,
SPZO,2025-06-12 06:35:25.829776,270,4,9999.0,,,
SPQU,2025-06-12 07:35:45.644266,060,11,,,,
SPRU,2025-06-12 07:35:45.644266,140,5,3500.0,,BR,
SPZO,2025-06-12 07:35:45.644266,VRB,1,9999.0,,,
SPQU,2025-06-12 08:36:05.688096,060,10,,,,
SPRU,2025-06-12 08:36:05.688096,130,4,3500.0,,BR,
SPZO,2025-06-12 08:36:05.688096,VRB,1,9999.0,,,
SPQU,2025-06-12 09:36:25.452251,060,11,,,,
SPRU,2025-06-12 09:36:25.452251,120,4,3500.0,,BR,
SPZO,2025-06-12 09:36:25.452251,290,2,9999.0,,,
SPQU,2025-06-12 10:36:45.072375,060,11,,,,
SPRU,2025-06-12 10:36:45.072375,150,6,3500.0,,BR,
SPZO,2025-06-12 10:36:45.072375,VRB,1,9999.0,,,
SPZO,2025-06-12 10:36:45.072375,000,0,9999.0,FEW040,,
SPQU,2025-06-12 11:36:59.455090,060,12,,,,
SPRU,2025-06-12 11:36:59.455090,150,6,3500.0,,BR,
SPZO,2025-06-12 11:36:59.455090,270,3,9999.0,SCT020;BKN060,,
SPZO,2025-06-12 11:36:59.455090,070,3,9999.0,SCT025;BKN070,,
SPQU,2025-06-12 12:37:19.722212,060,11,,,,
SPRU,2025-06-12 12:37:19.722212,140,6,3500.0,FEW009;OVC090,BR,
SPZO,2025-06-12 12:37:19.722212,080,3,9999.0,SCT033;BKN070,,
SPZO,2025-06-12 12:37:19.722212,070,3,9999.0,SCT036;BKN070,,
SPQU,2025-06-13 00:54:28.080404,VRB,2,,,,
SPRU,2025-06-13 00:54:28.080404,140,7,6000.0,SCT008,,
SPZO,2025-06-13 00:54:28.080404,300,5,9999.0,,,
SPZO,2025-06-13 00:54:28.080404,290,6,9999.0,,,
SPQU,2025-06-13 01:03:27.150818,360,4,,,,
SPRU,2025-06-13 01:03:27.150818,160,6,5000.0,SCT007,BR,
SPZO,2025-06-13 01:03:27.150818,290,5,9999.0,,,
SPQU,2025-06-13 02:03:46.267432,350,4,,,,
SPRU,2025-06-13 02:03:46.267432,140,9,4000.0,SCT007,BR,
SPZO,2025-06-13 02:03:46.267432,280,5,9999.0,,,
SPQU,2025-06-13 03:04:06.031209,VRB,2,,,,
SPRU,2025-06-13 03:04:06.031209,180,6,4000.0,SCT007,BR,
SPZO,2025-06-13 03:04:06.031209,000,0,9999.0,,,
SPQU,2025-06-13 04:01:10.541224,VRB,2,,,,
SPQU,2025-06-13 04:01:10.541224,360,5,,,,
SPRU,2025-06-13 04:01:10.541224,180,6,4000.0,SCT007,BR,
SPRU,2025-06-13 04:01:10.541224,170,4,4000.0,SCT007,BR,
SPZO,2025-06-13 04:01:10.541224,000,0,9999.0,,,
SPZO,2025-06-13 04:01:10.541224,VRB,2,9999.0,,,
SPZO,2025-06-13 04:01:10.541224,VRB,2,9999.0,,,
SPQU,2025-06-13 05:01:29.872074,360,5,,,,
SPQU,2025-06-13 05:01:29.872074,010,4,,,,
SPRU,2025-06-13 05:01:29.872074,170,4,4000.0,SCT007,BR,
SPRU,2025-06-13 05:01:29.872074,160,6,3000.0,,BR,
SPZO,2025-06-13 05:01:29.872074,VRB,2,9999.0,,,
SPZO,2025-06-13 05:01:29.872074,270,4,9999.0,,,
SPZO,2025-06-13 05:01:29.872074,VRB,1,9999.0,,,
SPQU,2025-06-14 23:55:20.878890,260,2,,,,
SPRU,2025-06-14 23:55:20.878890,150,7,7000.0,FEW006;BKN020,,
SPRU,2025-06-14 23:55:20.878890,150,6,7000.0,BKN020,,
SPZO,2025-06-14 23:55:20.878890,290,9,9999.0,,,
SPZO,2025-06-14 23:55:20.878890,280,8,9999.0,,,
SPQU,2025-06-15 00:55:43.474978,VRB,1,,,,
SPRU,2025-06-15 00:55:43.474978,150,6,7000.0,BKN020,,
SPZO,2025-06-15 00:55:43.474978,270,7,9999.0,,,
SPZO,2025-06-15 00:55:43.474978,260,5,9999.0,,,
SPQU,2025-06-15 01:14:19.842999,020,4,,,,
SPRU,2025-06-15 01:14:19.842999,150,6,6000.0,FEW009;BKN020,,
SPZO,2025-06-15 01:14:19.842999,260,6,9999.0,,,
SPQU,2025-06-15 01:25:17.667977,020,4,,,,
SPRU,2025-06-15 01:25:17.667977,150,6,6000.0,FEW009;BKN020,,
SPZO,2025-06-15 01:25:17.667977,260,6,9999.0,,,
SPQU,2025-06-15 01:27:45.403844,020,4,,,,
SPRU,2025-06-15 01:27:45.403844,150,6,6000.0,FEW009;BKN020,,
SPZO,2025-06-15 01:27:45.403844,260,6,9999.0,,,
SPZO,2025-06-15 01:27:45.403844,090,5,9999.0,,,
SPQU,2025-06-15 02:28:04.671616,360,5,,,,
SPRU,2025-06-15 02:28:04.671616,170,4,5000.0,BKN008,BR,
SPZO,2025-06-15 02:28:04.671616,VRB,2,9999.0,,,
SPZO,2025-06-15 02:28:04.671616,VRB,1,9999.0,,,
SPQU,2025-06-15 03:28:24.156857,040,5,,,,
SPRU,2025-06-15 03:28:24.156857,160,5,5000.0,BKN010,BR,
SPZO,2025-06-15 03:28:24.156857,270,4,9999.0,,,
SPZO,2025-06-15 03:28:24.156857,290,3,9999.0,,,
